Gene;(Intercept);Selection;WNL-NL;C_NL1_G9_C;C_NL2_G9_C;C_NL3_G9_C;W_NL1_G9_C;W_NL2_G9_C;W_NL3_G9_C;meanWNL9;meanNL9;meanWNL9DIVmeanNL9;C_NL1_G23_C;C_NL2_G23_C;C_NL3_G23_C;W_NL1_G23_C;W_NL2_G23_C;W_NL3_G23_C;meanWNL23;meanNL23;meanWNL23DIVmeanNL23
gene-LOC117895282;0;1.87E-06;87.9780568;459.7700687;416.9200736;520.0333512;551.5440186;471.9410372;637.1726082;553.5525546;465.5744978;1.188966658;477.2772357;397.7879093;441.3279631;451.4395095;440.4330814;418.7367861;436.8697923;438.7977027;0.99560638
gene-LOC117892902;0;1.88E-06;-518.2162359;7074.211652;7399.628633;7220.718404;6899.644651;6594.113421;6646.151908;6713.303327;7231.519563;0.928339233;9527.420262;9898.722246;9875.632607;8917.753902;9720.717258;9683.14934;9440.540167;9767.258372;0.966549651
gene-LOC117900201;0;1.89E-06;-137.9527538;1274.86138;1413.780654;1286.805931;1153.325574;1239.062908;1169.201222;1187.196568;1325.149321;0.895896446;1516.412483;1056.436734;1535.453538;1590.169332;1351.543576;1544.994349;1495.569085;1369.434252;1.092107258
gene-LOC117898127;0;1.90E-06;3238.96929;3555.164735;4843.768047;8965.596265;7377.43569;7067.795938;12636.20529;9027.145639;5788.176349;1.559583726;2814.123245;2463.686423;1889.435342;2187.495936;3566.940878;2893.393442;2882.610085;2389.08167;1.20657662
gene-LOC117900181;0;1.91E-06;139.9960827;253.8008872;335.409857;370.6620694;295.0119169;512.8658134;571.9833314;459.9536873;319.9576045;1.437545727;347.9894782;434.7681923;347.5457709;230.9878998;411.133885;342.0979579;328.0732476;376.7678138;0.870757096
gene-LOC117894334;0;1.95E-06;-157.1791043;835.5906132;1122.405052;988.0633672;768.5274212;889.0254593;816.9688392;824.8405733;982.0196775;0.83994302;873.5985858;769.5896738;1131.822339;917.4677285;1073.673778;1175.128699;1055.423402;925.0035327;1.140993915
gene-LOC117893726;0;2.08E-06;559.2434014;5271.249196;3981.820928;5110.710743;5571.022141;4599.248262;5871.240667;5347.170357;4787.926955;1.116802826;4685.774987;5600.014211;3677.733026;4950.435411;4204.907251;3798.620182;4317.987615;4654.507408;0.927700235
gene-LOC117891916;0;2.10E-06;-87.6155475;486.1263147;539.6538481;365.1297997;424.3468515;398.7988838;304.9175848;376.0211067;463.6366542;0.811025408;457.9444869;437.7665937;471.6692605;538.1612824;570.8617621;611.9999182;573.6743209;455.793447;1.258627838
gene-LOC117893987;7.75E-31;2.17E-06;21.38264065;11.7138871;10.30588946;33.19361816;23.51544265;29.60515731;66.24071669;39.78710555;18.40446491;2.161818111;14.49956159;11.99360531;4.597166282;14.58870946;5.670812207;16.66061483;12.30671217;10.36344439;1.187511767
gene-LOC117892254;0;2.19E-06;-117.2934438;971.2764722;1021.219956;940.4858478;861.5203081;929.9502356;789.6314006;860.3673148;977.6607586;0.880026438;987.1784849;881.52999;1127.225172;1216.536273;1187.090022;1259.542481;1221.056259;998.6445491;1.222713587
gene-LOC117892387;0;2.21E-06;513.581743;4386.85072;4144.841361;4923.720027;4725.535089;4893.558356;5377.063892;4998.719112;4485.137369;1.114507472;4742.564937;5007.330215;4986.086549;4687.028157;4972.35717;4847.128208;4835.504512;4911.993901;0.984428037
gene-LOC117897965;0;2.27E-06;74.01030047;249.8962582;354.1478378;383.9395167;306.7696382;465.8458577;437.3990182;403.3381714;329.3278709;1.22473136;337.114807;283.8486589;198.5975834;239.0927384;300.553047;424.2903244;321.3120366;273.1870164;1.176161447
gene-LOC117890744;0;2.31E-06;-348.2923787;3176.415719;4202.929102;3224.206777;2835.748607;3657.978408;3064.947447;3186.224821;3534.517199;0.901459702;3777.135794;3144.323524;3926.899438;3738.762042;3758.803358;4020.761713;3839.442371;3616.119586;1.061757577
gene-LOC117893479;0;2.33E-06;259.8336306;5248.797579;3739.164076;4239.931493;5576.36656;3903.527066;4527.500414;4669.131347;4409.297716;1.058928575;5295.964871;5174.241222;5374.087384;5532.362822;4519.637329;5067.048324;5039.682825;5281.431159;0.954226738
gene-LOC117897222;4.62E-188;2.45E-06;20.63959706;15.61851614;18.73798084;16.59680908;40.61758276;47.01995573;25.23455874;37.62403241;16.98443535;2.215206548;13.29126479;13.99253952;15.63036536;23.50403191;26.4637903;13.32849187;21.09877136;14.30472322;1.474951387
gene-LOC117897632;0;2.55E-06;-128.4855627;1187.007226;1279.804091;1077.686136;1057.126036;1104.09822;997.8165102;1053.013589;1181.499151;0.891252091;1419.748739;1504.197999;1439.83248;1544.782235;1531.119296;1480.573305;1518.824945;1454.593072;1.044157967
gene-LOC117897527;0;2.60E-06;93.65113725;353.3689276;328.8515637;503.4365421;475.6532718;423.1796016;567.7775717;488.8701484;395.2190111;1.236960102;253.7423278;409.7815146;328.2376725;262.5967703;308.1141299;345.4300808;305.380327;330.5871717;0.923751292
gene-LOC117902989;0;2.62E-06;135.8299239;1082.5584;875.0637051;1266.88976;1189.667621;1059.690484;1382.643531;1210.667212;1074.837288;1.126372545;981.137001;1001.466043;827.4899308;1075.512081;988.6115947;851.9127717;972.0121492;936.6976583;1.037701056
gene-LOC117899609;0;2.75E-06;497.5862427;2957.756493;1657.374405;2703.066972;3369.121602;2246.508996;3195.326001;2936.985533;2439.39929;1.203979006;2328.387932;2596.615549;1989.653567;2493.048351;2187.988376;2063.694824;2248.24385;2304.885683;0.975425318
gene-LOC117896450;0;2.76E-06;-118.0219896;897.0885205;1079.307696;848.6501709;740.7364436;934.3039352;795.9400403;823.6601397;941.6821292;0.874668972;1112.841352;754.5976672;933.2247552;1184.927402;964.0380751;1078.497133;1075.82087;933.5545915;1.152392029
gene-LOC117902278;0;2.89E-06;210.7415199;1515.972222;1635.825727;1807.945736;1605.463403;1933.042625;2053.462218;1863.989415;1653.247895;1.127471216;1611.86793;1335.288057;1277.092793;1601.516106;1391.239261;1391.716692;1461.490686;1408.082927;1.037929413
gene-LOC117897033;0;2.90E-06;-333.5550622;2574.126691;2600.83174;2249.420857;2302.375612;2088.90507;2032.433419;2141.238034;2474.793096;0.865219011;3032.824966;2342.750903;3089.295741;2946.108828;2517.84062;2891.172027;2785.040492;2821.62387;0.987034637
gene-LOC117889636;0;2.94E-06;232.3853622;3006.564356;3921.859389;3838.288713;3244.062202;4080.28727;4139.519073;3821.289515;3588.904153;1.064751064;3386.855928;3380.197762;4108.02779;3614.758012;4062.191811;4088.51488;3921.821567;3625.02716;1.081873706
gene-LOC117891283;0;2.95E-06;-101.3721185;752.6172463;791.6796904;720.301514;668.0523481;693.1089771;599.3207701;653.4940318;754.8661502;0.865708486;838.5579786;705.6237788;780.5988347;934.4878895;965.9283459;900.7839086;933.7333813;774.9268641;1.204930974
gene-LOC117890336;6.95E-07;3.01E-06;13.56838111;1.952314517;6.558293293;2.212907877;6.413302542;31.34663715;13.66871932;17.14288634;3.574505229;4.795876699;3.624890398;11.99360531;3.677733026;0.810483859;10.39648905;9.996368899;7.067780601;6.432076243;1.098833461
gene-LOC117897306;0;3.17E-06;51.33917946;138.6143307;110.5540869;158.2229132;175.2969361;186.3383431;199.77359;187.1362898;135.7971103;1.378057967;115.9964927;135.9275268;128.7206559;107.7943533;159.7278772;103.295812;123.6060141;126.8815585;0.974184236
gene-LOC117896086;0;3.26E-06;-113.4676846;979.0857302;1089.613586;773.4113031;849.7625868;956.9431731;695.0018053;833.9025217;947.3702064;0.880228781;1211.92169;874.5337202;1074.817477;1248.955627;1087.850808;1054.061565;1130.289333;1053.757629;1.072627426
gene-LOC117897352;0;3.28E-06;-192.5274181;2620.982239;2770.410467;2599.060302;2464.845944;2523.404291;2424.620519;2470.956918;2663.484336;0.927715956;3162.112724;2515.658713;3052.518411;3451.040272;3310.809193;3559.818036;3440.555834;2910.096616;1.182282339
gene-LOC117902719;0;3.29E-06;197.1126455;2277.374884;1975.920079;2241.67568;2412.470639;2121.993187;2551.844753;2362.10286;2164.990214;1.091045513;2559.172621;2399.720528;2647.048345;2711.878993;2497.992777;2765.662062;2658.511277;2535.313831;1.048592582
gene-LOC117901888;0;3.30E-06;-130.4038151;1327.573872;1266.687505;1135.221741;1135.15455;1173.757413;1029.359709;1112.757224;1243.161039;0.895103039;1211.92169;1056.436734;1274.334493;1392.41127;1384.623314;1412.820138;1396.61824;1180.897639;1.182675106
gene-LOC117895078;0;3.38E-06;31.7190241;51.7363347;69.3305291;49.79042724;84.4418168;107.9717502;73.60079633;88.67145444;56.95243035;1.556938903;78.53929195;74.96003316;68.95749423;80.23790205;109.6357027;57.75679808;82.5434676;74.15227311;1.113161662
gene-LOC117890607;0;3.49E-06;-293.6855555;1922.053642;1873.798084;2018.171984;1755.107129;1639.603271;1538.256643;1644.322348;1938.007903;0.848460084;2147.143412;1808.036;2192.848317;2202.895129;2402.534105;2519.084963;2374.838066;2049.342576;1.158829223
gene-LOC117891948;0;3.57E-06;-139.9928155;1357.834747;1627.393636;1326.638272;1234.560739;1427.14273;1230.184739;1297.296069;1437.288885;0.902599389;1933.274879;1556.170288;1686.240592;1877.080618;1828.836937;1809.342771;1838.420108;1725.228586;1.065609579
gene-LOC117892696;0;3.58E-06;-198.6091514;1963.052247;2184.848566;1873.226518;1848.100016;1980.06258;1597.13728;1808.433292;2007.042444;0.901043871;2280.05606;1888.992836;2362.943469;2484.943512;2472.474122;2564.623976;2507.347204;2177.330788;1.15156926
gene-LOC117897357;0;3.65E-06;-118.5854708;1044.488267;1062.443514;1019.044077;920.3089147;909.9232174;939.9873131;923.4064817;1041.991953;0.886193487;1251.795484;1157.382912;1413.168915;1307.310465;1274.042476;1428.370045;1336.574328;1274.11577;1.049021101
gene-LOC117891918;0;3.73E-06;-197.3683488;2615.125295;3160.160468;2709.705696;2421.021709;3018.855306;2453.009398;2630.962138;2828.330486;0.930217367;2851.580446;2625.600095;2990.916383;3080.649148;2892.114225;3000.021377;2990.92825;2822.698975;1.059598731
gene-LOC117894751;0;3.91E-06;126.9218551;564.2188954;343.8419484;562.0786008;640.2613704;489.3558356;721.287804;616.9683367;490.0464815;1.258999625;418.0706925;546.7085085;475.3469936;478.9959607;425.3109155;460.943677;455.0835177;480.0420649;0.948007583
gene-LOC117898109;1.80E-118;3.97E-06;16.00682652;7.809258068;13.11658659;4.425815755;18.17102387;27.86367747;27.33743864;24.45737999;8.45055347;2.894174929;15.70785839;37.97975014;67.11862772;22.69354805;24.57351956;49.9818445;32.41630404;40.26874541;0.804999105
gene-LOC117898023;0;4.09E-06;-267.0080521;5243.916792;5603.59317;4248.783124;5008.789285;5172.19513;4114.284515;4765.089643;5032.097695;0.946939017;5341.880149;4805.437859;5711.519389;5621.516047;4661.407634;5285.857732;5189.593804;5286.279132;0.981710136
gene-LOC117899610;0;4.15E-06;745.1774259;2964.589594;2470.602773;3446.604019;3466.390024;2884.761358;4766.177282;3705.776221;2960.598795;1.251698213;3788.010465;3165.312334;2683.825675;3318.120919;2751.289056;2961.146609;3010.185528;3212.382825;0.937056911
gene-LOC117902358;0;4.17E-06;162.8742605;495.8878873;465.6388238;563.1850548;582.5416475;705.299336;725.4935638;671.1115158;508.2372553;1.320468952;362.4890398;520.7223637;349.3846374;257.7338672;396.0117191;422.0689091;358.6048318;410.865347;0.872803789
gene-LOC117903066;0;4.25E-06;-287.906602;2547.770445;2661.730178;2653.276545;2463.77706;2252.604176;2282.676126;2333.01912;2620.925722;0.890150797;3090.823212;2374.733851;2718.764139;3358.645112;2561.316847;2674.584034;2864.848664;2728.107067;1.050123252
gene-LOC117892904;0;4.29E-06;113.443107;861.9468592;850.70433;854.1824406;929.9288685;949.9772538;1027.256829;969.054317;855.61121;1.132587215;1023.427389;1210.354669;938.7413548;880.185471;1080.289725;910.7802775;957.0851579;1057.507804;0.905038388
gene-LOC117897956;0;4.46E-06;296.0939134;931.2540246;874.1268061;1175.054083;1195.01204;1302.626922;1371.077692;1289.572218;993.4783045;1.298037624;1045.176731;1476.21292;757.6130033;869.6491808;1120.930546;771.9418205;920.8405159;1093.000885;0.842488354
gene-LOC117896590;0;4.53E-06;-192.7128431;2509.700312;2994.329338;2615.657111;2294.893426;2771.565168;2475.089636;2513.84941;2706.562253;0.928797927;2652.211474;2602.612351;2730.716771;2759.69754;2889.278819;2747.89074;2798.9557;2661.846866;1.051508911
gene-LOC117901736;0;4.56E-06;-100.010139;641.3353188;969.6905084;677.1498104;559.0262049;804.563687;624.5553288;662.7150736;762.7252125;0.86887789;796.2675907;1123.40103;648.2004458;769.1491823;781.6269492;676.4209622;742.3990312;855.9563556;0.86733281
gene-LOC117890656;0;4.61E-06;-324.9754623;2221.73392;2000.279454;2240.569226;1930.404065;1807.656076;1749.596073;1829.218738;2154.1942;0.849142913;2100.019837;1761.061046;2331.682738;2334.193514;2341.100306;2310.271923;2328.521915;2064.25454;1.12802073
gene-LOC117893719;0;4.70E-06;-112.1323339;513.458718;540.5907472;604.1238505;459.6200155;451.0432791;411.1130195;440.5921047;552.7244385;0.797127961;640.3973036;558.7021138;643.6032795;711.6048283;712.6320673;533.1396746;652.4588567;614.2342323;1.062231348
gene-LOC117890599;0;4.70E-06;-900.1202489;5086.755474;7719.111206;5828.799349;4407.00773;6174.416779;5352.880773;5311.435094;6211.555343;0.855089394;6883.666865;5187.234295;7798.632881;8104.028107;6847.50574;8233.67585;7728.403232;6623.178014;1.166872341
gene-LOC117896364;0;4.78E-06;181.3554474;809.2343673;573.3822136;930.5277624;1010.09515;796.7270277;1050.388508;952.4035619;771.0481144;1.235206395;695.9789563;782.5827462;627.9729141;940.9717604;769.3401894;761.9454516;824.0858005;702.1782056;1.17361347
gene-LOC117890735;0;4.80E-06;156.0540767;1732.679134;1756.685704;1512.522534;1933.610716;1913.015606;1623.423279;1823.349867;1667.29579;1.093597116;1494.663141;1442.231038;1712.904157;1876.270134;1843.959103;1808.232063;1842.820433;1549.932778;1.188967973
gene-LOC117889745;0;4.90E-06;120.8598593;282.1094477;408.4879823;568.7173245;402.9691764;565.9809486;652.9442074;540.6314441;419.7715848;1.287918153;202.9938623;372.8012316;268.4745109;214.7782227;336.4681909;414.2939555;321.8467897;281.4232016;1.143639856
gene-LOC117899693;0;4.98E-06;-141.0263243;855.1137584;1127.089547;861.9276182;687.2922557;932.5624553;801.19724;807.017317;948.0436413;0.851244902;907.4308962;782.5827462;1008.618282;984.7378888;804.310198;968.5370756;919.1950541;899.5439749;1.021845602
gene-LOC117892508;0;5.09E-06;3777.201609;19923.36965;22070.53073;23440.22669;21393.7084;26933.72723;28438.29626;25588.5773;21811.37569;1.173175762;25886.55063;27617.27515;14528.88432;19304.91504;24138.75729;14218.1687;19220.61368;22677.57003;0.847560548
gene-LOC117898502;0;5.33E-06;-167.6497103;2036.264041;2124.887027;2192.991706;1895.130901;1953.069643;2002.9931;1950.397881;2118.047592;0.920847052;2479.425032;1907.982711;2418.109464;2625.967703;2607.62848;2639.041389;2624.212524;2268.505736;1.156802243
gene-LOC117902742;0;5.58E-06;99.63102862;440.2469236;398.1820928;523.352713;516.2708546;545.0831905;599.3207701;553.5582717;453.9272431;1.219486779;494.1933909;654.6509563;435.8113635;461.1653158;516.0439108;484.2685378;487.1592548;528.2185702;0.922268323
gene-LOC117897929;0;5.61E-06;125.2697956;1273.885222;836.6508444;1123.050748;1469.715166;922.1135763;1217.567459;1203.132067;1077.862271;1.116220596;973.8872202;1363.273136;1006.779416;970.1491793;911.1104946;1010.743966;964.0012135;1114.646591;0.864849201
gene-LOC117893113;0;5.82E-06;-282.9583238;2945.066449;3282.894243;2739.579952;2803.682094;2857.768421;2457.215157;2706.221891;2989.180215;0.905339155;3692.555018;2997.401859;3934.254904;4109.153166;3417.60949;4339.53481;3955.432488;3541.403927;1.116910855
gene-LOC117903832;0;5.95E-06;-153.8359651;1701.442102;2137.066715;1582.229132;1587.292379;1905.178947;1466.758727;1653.076684;1806.912649;0.914862534;1621.534305;1391.258215;1682.562859;1822.778199;1748.50043;1732.703943;1767.994191;1565.11846;1.129623243
gene-LOC117897613;0;5.98E-06;-127.7356921;1190.911855;1397.853371;1182.79926;1023.990639;1252.994746;1111.372025;1129.45247;1257.188162;0.898395725;1321.876698;1185.367991;1623.719131;1470.21772;1469.685497;1664.950776;1534.951331;1376.98794;1.114716612
gene-LOC117896706;0;6.02E-06;1833.612469;13553.94353;15407.30474;13460.01216;14390.38202;17539.31423;15992.4016;15974.03262;14140.42015;1.129671711;13807.20752;17200.82894;16000.89696;13055.274;12383.16359;12909.75508;12782.73089;15669.64448;0.815763938
gene-LOC117897394;0;6.11E-06;68.21779905;379.7251735;222.981972;315.3393725;488.4798769;247.2901376;386.9299007;374.2333051;306.015506;1.222922688;338.3231038;405.7836462;217.9056818;324.1935436;272.1989859;282.1197445;292.8374247;320.6708106;0.913202621
gene-LOC117896446;0;6.16E-06;-79.16735684;483.1978429;503.1147855;508.9688118;435.0356891;448.4310593;374.3126213;419.2597899;498.4271467;0.84116564;607.77329;412.7799159;481.7830264;634.6088617;424.3657801;514.2576445;524.4107621;500.7787441;1.047190537
gene-LOC117890543;0;6.33E-06;388.9352093;966.3956859;1900.031257;1657.468;1206.769762;2616.573462;1867.357347;1896.90019;1507.964981;1.257920585;915.8889738;1685.101545;1155.727603;713.225796;1263.645987;942.9907995;973.2875274;1252.239374;0.777237601
gene-LOC117896688;0;6.34E-06;-101.88499;586.6705123;744.8347383;642.8497383;506.6509008;581.6542672;580.394851;556.2333397;658.1183297;0.84518743;669.3964268;556.7031796;878.9781931;733.4878925;777.8464077;856.3556024;789.2299675;701.6925998;1.124751733
gene-LOC117897798;0;6.43E-06;-137.7759887;1453.498158;1059.632816;1017.937624;1235.629623;916.8891368;965.2218718;1039.246877;1177.022866;0.882945359;810.7671523;900.5198651;796.2292;1006.620953;919.6167129;979.6441521;968.6272727;835.8387391;1.158868604
gene-LOC117896134;0;6.65E-06;4290.834826;58081.35688;62491.16609;56020.86937;60630.29335;66450.51707;62385.08641;63155.29894;58864.46411;1.072893466;61649.71929;57654.26017;62423.08208;67159.9345;65776.69592;63605.7846;65514.13834;60575.68718;1.081525301
gene-LOC117891996;5.40E-60;6.80E-06;80.01938158;157.1613186;492.808896;649.488462;174.2280524;559.8857692;805.4029998;513.1722738;433.1528922;1.184737036;207.8270495;989.4724377;1606.249899;290.1532216;941.3548263;1867.099569;1032.869206;934.516462;1.105244528
gene-LOC117890887;0;7.16E-06;511.3258807;2326.182747;3170.466358;3362.513519;2673.278276;4021.947695;3697.914295;3464.380089;2953.054208;1.173151539;2601.463009;2726.546273;1944.601337;1779.822555;1809.934229;2286.947063;1958.901282;2424.20354;0.80805974
gene-LOC117897847;0;7.68E-06;106.0781353;844.3760286;602.4260839;920.5696769;936.3421711;695.7211968;1053.542827;895.2020651;789.1239298;1.134425191;717.7282987;851.5459767;628.8923474;716.4677314;637.9663733;683.0852081;679.1731043;732.7222076;0.926917592
gene-LOC117899000;0;7.77E-06;97.47103039;289.9187058;262.3317317;494.5849106;348.4561048;393.5744443;597.2178902;446.4161464;348.945116;1.279330548;271.8667798;208.8886257;291.4603423;215.5887065;241.0095188;386.5262641;281.0414965;257.4052493;1.09182504
gene-LOC117899021;0;7.94E-06;-33.70277015;206.9453388;107.7433898;169.2874526;149.643726;87.0739921;146.1501527;127.6226236;161.3253937;0.791088251;148.6205063;273.8539878;208.7113492;203.4314486;282.595475;282.1197445;256.0488894;210.3952811;1.216989697
gene-LOC117896222;2.12E-54;8.01E-06;24.82115186;17.57083065;37.47596168;43.15170361;28.85986144;67.04697391;76.75511617;57.55398384;32.73283198;1.758295276;9.666374394;27.98507905;29.4218642;26.74596735;27.40892567;61.08892105;38.41460469;22.35777255;1.718176737
